6.760196,0
8.513276,1
9.114676,0
9.609225,0
11.42651,1
11.98253,0
12.5224,0
14.28911,1
14.86322,0
15.41322,0
16.20962,0
16.73602,1
17.12588,1
17.60753,0
18.31087,1
19.77995,0
21.26803,1
21.94156,0
22.66182,1
23.3676,0
24.47564,1
25.18033,1
25.88433,0
26.28152,0
26.95172,1
27.70093,0
28.45064,1
29.16941,0
30.16065,1
30.92852,1
31.70671,0
32.06895,0
32.77159,1
34.18104,1
35.66761,0
37.1199,0
38.55116,1
39.98824,1
41.47063,0
42.86761,0
44.33724,1
45.74888,1
46.49591,1
46.88641,1
47.27797,0
48.65754,0
49.48357,0
49.79631,0
50.45928,0
51.16192,1
51.89703,0
52.66777,1
53.35693,0
54.07357,1
54.76092,0
55.48572,1
56.20647,0
56.95735,1
57.68964,0
58.09616,0
58.78718,1
59.51767,1
60.23997,0
60.99241,0
61.694,1
62.41285,1
63.14824,0
63.8555,1
64.22935,0
64.58805,1
65.26408,1
65.98862,0
66.71893,0
67.4555,1
68.17659,1
68.92604,0
69.29779,1
69.65991,0
70.33268,1
71.08466,1
71.81953,0
72.54266,0
73.24683,1
73.9679,1
74.71369,0
75.43609,0
76.14143,1
76.86358,1
77.59612,0
78.31572,0
79.03428,1
79.75507,0
80.46468,1
81.16575,0
81.9319,1
82.64891,0
83.71419,1
84.10475,0
84.84056,1
85.56192,0
86.62568,1
87.04795,0
87.74966,1
88.44089,0
89.46288,1
89.85125,0
90.58534,1
91.33477,0
92.38936,1
92.76344,0
93.46811,1
94.18511,1
94.92163,0
95.65524,0
96.40708,1
97.12509,1
97.84842,0
98.55119,0
99.27174,1
100.0053,1
100.7549,0
101.4446,0
102.1351,1
102.8866,0
103.5925,1
103.9836,0
104.3258,1
105.0464,0
105.7835,0
106.5044,1
107.2213,1
107.9888,0
108.6915,1
109.4296,0
109.8044,0
110.1462,1
110.5099,1
110.869,0
111.5889,1
112.3065,0
113.0123,1
113.7475,0
114.4718,1
115.1735,0
115.8938,1
116.6301,0
117.3473,1
118.0825,0
118.4762,0
118.8494,1
119.1927,1
119.5717,0
120.2599,1
120.9916,0
121.7128,1
122.4229,0
123.1692,1
123.8762,0
124.5644,1
124.9252,1
125.298,0
126.0354,1
126.7846,0
127.4611,1
128.212,0
129.0633,1
130.2475,0
130.6684,1
131.496,0
132.3042,1
133.3979,0
133.8178,1
134.6893,0
135.4988,1
136.6436,0
137.0632,1
137.902,0
138.6361,1
139.834,0
140.2541,1
141.0663,0
141.8631,0
142.641,1
143.4363,1
144.264,0
145.0845,1
145.8662,0
146.6473,1
147.4745,0
148.2828,0
149.0596,1
149.8701,1
150.71,0
151.5038,1
152.2706,0
153.0824,1
153.8319,0
154.2515,0
154.6545,0
155.3773,1
156.1418,1
156.7406,0
157.1601,0
157.6569,0
158.4038,1
159.1412,1
159.743,0
160.1341,0
160.6727,0
161.4555,1
162.2186,1
162.8467,0
163.2233,0
163.745,0
164.5573,1
165.3548,1
166.0759,0
166.8061,0
167.5564,1
168.3242,0
169.0128,1
169.7466,0
170.5138,1
171.218,0
171.9398,1
172.6595,0
173.3777,1
174.1135,0
174.4885,0
174.861,1
175.5555,0
176.2595,1
176.9629,0
177.6991,1
178.4327,0
179.1235,1
179.8732,0
180.5937,1
181.3594,0
182.0347,1
182.7829,0
183.475,1
184.1794,0
184.9286,1
185.6331,0
186.3536,1
187.1196,0
187.7957,1
188.5154,0
189.2489,1
189.9982,0
190.6895,1
191.0497,1
191.4108,1
192.1617,0
192.8647,1
193.598,0
194.3491,1
195.0688,0
195.7732,1
196.4828,0
197.2158,1
197.9664,0
198.7318,0
199.4511,1
200.1243,1
200.8577,0
201.5514,0
202.2395,1
202.9595,1
203.7251,0
204.4315,0
205.1667,1
205.9437,1
206.6044,0
207.2986,0
208.0322,1
208.7825,1
209.5157,0
210.9851,1
212.4404,0
213.8516,1
214.5721,0
